Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,TotalBathrooms,HouseAge,RemodAge
279,20,RL,107.0,14450,Pave,NA,4,Lvl,AllPub,Inside,3,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2007,Gable,CompShg,CemntBd,CmentBd,BrkFace,315.0,5,3,PConc,5.0,3,4,1,0.0,1,0.0,2121.0,2121.0,GasA,5,Y,SBrkr,2121,0,0,2121,0.0,0.0,2,1,3,1,5.0,8,8.0,1,5,Attchd,2007.0,3,3.0,732.0,3,3,3,124,98,0,0,142,0,0,0,NA,0,5,2007,New,Partial,415298.0,4242.0,2.5,1,0
280,60,RL,83.0,10005,Pave,NA,4,Lvl,AllPub,Inside,3,ClearCr,Norm,Norm,1Fam,2Story,7,5,1977,1977,Hip,CompShg,Plywood,Plywood,BrkFace,299.0,3,3,CBlock,4.0,3,1,4,392.0,1,0.0,768.0,1160.0,GasA,5,Y,SBrkr,1156,866,0,2022,0.0,0.0,2,1,4,1,3.0,8,8.0,1,3,Attchd,1977.0,3,2.0,505.0,3,3,3,288,117,0,0,0,0,0,0,NA,0,3,2008,WD,Normal,192000.0,3182.0,2.5,31,31
281,60,RL,82.0,11287,Pave,NA,4,Lvl,AllPub,Inside,3,SawyerW,Norm,Norm,1Fam,2Story,7,6,1989,1989,Gable,CompShg,Plywood,Plywood,BrkFace,340.0,4,3,CBlock,4.0,3,3,6,421.0,1,0.0,386.0,807.0,GasA,4,Y,SBrkr,1175,807,0,1982,0.0,0.0,2,1,3,1,4.0,7,8.0,1,3,Attchd,1989.0,3,2.0,575.0,3,3,3,0,84,0,196,0,0,0,0,NA,0,1,2007,WD,Normal,228500.0,2789.0,2.5,18,18
282,20,FV,60.0,7200,Pave,Pave,4,Lvl,AllPub,Inside,3,Somerst,Norm,Norm,1Fam,1Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,68.0,4,3,PConc,4.0,3,1,6,905.0,1,0.0,357.0,1262.0,GasA,4,Y,SBrkr,1262,0,0,1262,0.0,0.0,2,0,2,1,4.0,5,8.0,0,0,Attchd,2006.0,3,2.0,572.0,3,3,3,0,120,0,0,0,0,0,0,NA,0,5,2006,New,Partial,185000.0,2524.0,2.0,0,0
283,120,RL,34.0,5063,Pave,NA,4,Lvl,AllPub,Inside,3,NridgHt,Norm,Norm,Twnhs,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,166.0,4,3,PConc,4.0,3,1,6,904.0,1,0.0,410.0,1314.0,GasA,5,Y,SBrkr,1314,0,0,1314,1.0,0.0,2,0,2,1,4.0,6,8.0,1,4,Attchd,2008.0,2,2.0,626.0,3,3,3,172,62,0,0,0,0,0,0,NA,0,4,2009,ConLw,Normal,207500.0,2628.0,3.0,2,1
284,20,RL,74.0,9612,Pave,NA,4,Lvl,AllPub,Inside,3,Somerst,Feedr,Norm,1Fam,1Story,8,5,2008,2009,Gable,CompShg,VinylSd,VinylSd,Stone,72.0,4,3,PConc,4.0,3,1,1,0.0,1,0.0,1468.0,1468.0,GasA,5,Y,SBrkr,1468,0,0,1468,0.0,0.0,2,0,3,1,4.0,6,8.0,1,4,Attchd,2008.0,3,3.0,898.0,3,3,3,210,150,0,0,0,0,0,0,NA,0,12,2009,New,Partial,244600.0,2936.0,2.0,1,0
285,120,RL,50.0,8012,Pave,NA,4,Lvl,AllPub,Inside,3,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1992,1992,Gable,CompShg,Plywood,ImStucc,Unknown,0.0,4,3,PConc,4.0,3,1,6,430.0,1,0.0,1145.0,1575.0,GasA,4,Y,SBrkr,1575,0,0,1575,1.0,0.0,2,0,2,1,4.0,5,8.0,0,0,Attchd,1992.0,2,2.0,529.0,3,3,3,0,0,52,0,0,0,0,0,NA,0,7,2007,WD,Normal,179200.0,3150.0,3.0,15,15
286,160,FV,35.0,4251,Pave,Pave,3,Lvl,AllPub,Inside,3,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2006,2007,Gable,CompShg,MetalSd,MetalSd,Unknown,0.0,4,3,PConc,4.0,3,1,1,0.0,1,0.0,625.0,625.0,GasA,5,Y,SBrkr,625,625,0,1250,0.0,0.0,2,1,2,1,4.0,5,8.0,0,0,Detchd,2006.0,2,2.0,528.0,3,3,3,0,54,0,0,0,0,0,0,NA,0,6,2007,New,Partial,164700.0,1875.0,2.5,1,0
287,50,RL,77.0,9786,Pave,NA,3,Bnk,AllPub,Inside,3,NAmes,Norm,Norm,1Fam,1.5Fin,6,7,1962,1981,Gable,CompShg,Wd Sdng,Wd Sdng,Unknown,0.0,3,3,CBlock,3.0,3,1,3,600.0,1,0.0,312.0,912.0,GasA,3,Y,SBrkr,1085,649,0,1734,0.0,0.0,1,1,3,1,4.0,7,8.0,1,4,Attchd,1962.0,2,2.0,440.0,3,3,3,0,0,0,0,128,0,0,4,NA,0,6,2006,WD,Normal,159000.0,2646.0,1.5,44,25
288,20,RL,,8125,Pave,NA,3,Lvl,AllPub,Corner,3,NAmes,Norm,Norm,1Fam,1Story,4,4,1971,1971,Gable,CompShg,HdBoard,HdBoard,Unknown,0.0,3,3,CBlock,3.0,3,1,4,614.0,1,0.0,244.0,858.0,GasA,3,Y,SBrkr,858,0,0,858,0.0,0.0,1,0,3,1,3.0,5,8.0,0,0,NA,,0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,NA,0,6,2006,WD,Normal,88000.0,1716.0,1.0,35,35
289,20,RL,,9819,Pave,NA,3,Lvl,AllPub,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,31.0,3,4,CBlock,3.0,3,1,4,450.0,1,0.0,432.0,882.0,GasA,3,Y,SBrkr,900,0,0,900,0.0,0.0,1,0,3,1,3.0,5,8.0,0,0,Detchd,1970.0,1,1.0,280.0,3,3,3,0,0,0,0,0,0,0,3,NA,0,2,2010,WD,Normal,122000.0,1782.0,1.0,43,43
290,70,RL,60.0,8730,Pave,NA,4,Lvl,AllPub,Inside,3,BrkSide,RRAn,Norm,1Fam,2Story,6,7,1915,2003,Gable,CompShg,Wd Sdng,Wd Sdng,Unknown,0.0,3,3,BrkTil,3.0,3,1,1,0.0,1,0.0,698.0,698.0,GasA,5,Y,FuseA,698,698,0,1396,0.0,0.0,1,0,3,1,3.0,7,8.0,0,0,Detchd,2003.0,1,1.0,384.0,3,3,3,0,0,0,0,259,0,0,0,NA,0,7,2007,WD,Normal,153575.0,2094.0,1.0,92,4
291,60,RL,120.0,15611,Pave,NA,4,Lvl,AllPub,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Unknown,0.0,4,3,PConc,4.0,3,3,1,0.0,1,0.0,1079.0,1079.0,GasA,5,Y,SBrkr,1079,840,0,1919,0.0,0.0,2,1,3,1,4.0,8,8.0,1,4,Attchd,2006.0,2,2.0,685.0,4,3,3,0,51,0,0,0,0,0,0,NA,0,7,2006,New,Partial,233230.0,2998.0,2.5,0,0
292,190,RL,55.0,5687,Pave,Grvl,4,Bnk,AllPub,Inside,3,SWISU,Norm,Norm,2fmCon,2Story,5,6,1912,2000,Gable,CompShg,VinylSd,VinylSd,Unknown,0.0,3,2,PConc,3.0,2,1,3,210.0,1,0.0,570.0,780.0,GasA,5,N,SBrkr,936,780,0,1716,1.0,0.0,2,0,6,1,2.0,9,8.0,0,0,NA,,0,0.0,0.0,0,0,1,0,184,0,0,0,0,0,0,NA,0,3,2008,WD,Normal,135900.0,2496.0,3.0,96,8
293,50,RL,60.0,11409,Pave,NA,4,Lvl,AllPub,Inside,3,Edwards,Norm,Norm,1Fam,1.5Fin,5,4,1949,2008,Gable,CompShg,Wd Sdng,Wd Sdng,Unknown,0.0,3,3,CBlock,3.0,3,1,2,292.0,1,0.0,476.0,768.0,GasA,4,Y,SBrkr,1148,568,0,1716,0.0,0.0,1,1,3,1,3.0,8,6.0,1,4,Attchd,1949.0,1,1.0,281.0,3,3,3,0,0,0,0,160,0,0,0,NA,0,1,2009,WD,Normal,131000.0,2484.0,1.5,60,1
294,60,RL,,16659,Pave,NA,3,Lvl,AllPub,Corner,3,NWAmes,PosA,Norm,1Fam,2Story,7,7,1977,1994,Gable,CompShg,Plywood,Plywood,BrkFace,34.0,3,3,CBlock,3.0,3,1,5,795.0,1,0.0,0.0,795.0,GasA,2,Y,SBrkr,1468,795,0,2263,1.0,0.0,2,1,3,1,4.0,9,8.0,1,3,Attchd,1977.0,3,2.0,539.0,3,3,3,0,250,0,0,0,0,0,0,NA,0,3,2006,WD,Normal,235000.0,3058.0,3.5,29,12
295,20,RL,80.0,9600,Pave,NA,4,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,5,1953,1953,Hip,CompShg,HdBoard,HdBoard,Stone,238.0,3,3,CBlock,3.0,3,1,6,1285.0,1,0.0,131.0,1416.0,GasA,3,Y,SBrkr,1644,0,0,1644,1.0,0.0,1,0,3,1,3.0,7,8.0,2,4,Attchd,1953.0,3,2.0,418.0,3,3,3,110,0,0,0,0,0,0,0,NA,0,10,2009,WD,Normal,167000.0,3060.0,2.0,56,56
296,80,RL,37.0,7937,Pave,NA,3,Lvl,AllPub,CulDSac,3,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1984,1984,Gable,CompShg,HdBoard,HdBoard,Unknown,0.0,3,3,CBlock,3.0,3,3,6,819.0,1,0.0,184.0,1003.0,GasA,3,Y,SBrkr,1003,0,0,1003,1.0,0.0,1,0,3,1,3.0,6,8.0,0,0,Detchd,1984.0,1,2.0,588.0,3,3,3,120,0,0,0,0,0,0,4,NA,0,3,2006,WD,Normal,142500.0,2006.0,2.0,22,22
297,50,RM,75.0,13710,Pave,NA,4,Lvl,AllPub,Inside,3,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,5,1950,1950,Gable,CompShg,Wd Sdng,Wd Sdng,Unknown,0.0,3,3,CBlock,3.0,3,1,4,420.0,1,0.0,490.0,910.0,GasA,3,Y,FuseA,910,648,0,1558,0.0,0.0,1,1,4,1,3.0,6,8.0,0,0,Attchd,1950.0,1,1.0,282.0,3,3,3,289,0,0,0,0,0,0,3,NA,0,6,2007,WD,Normal,152000.0,2468.0,1.5,57,57
298,60,FV,66.0,7399,Pave,Pave,3,Lvl,AllPub,Inside,3,Somerst,Norm,Norm,1Fam,2Story,7,5,1997,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,1600.0,4,3,PConc,4.0,3,1,4,649.0,1,0.0,326.0,975.0,GasA,5,Y,SBrkr,975,975,0,1950,0.0,0.0,2,1,3,1,4.0,7,8.0,1,3,Detchd,1997.0,2,2.0,576.0,3,3,3,0,10,0,0,198,0,0,0,NA,0,6,2007,WD,Normal,239000.0,2925.0,2.5,10,9
299,60,RL,90.0,11700,Pave,NA,4,Lvl,AllPub,Inside,3,NWAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Mansard,CompShg,HdBoard,AsphShn,BrkFace,365.0,4,3,CBlock,3.0,3,1,5,384.0,3,175.0,143.0,702.0,GasA,4,Y,SBrkr,1041,702,0,1743,0.0,1.0,1,2,3,1,3.0,7,8.0,1,4,Attchd,1968.0,1,2.0,539.0,3,3,3,224,0,0,0,0,0,0,0,NA,0,6,2007,WD,Normal,175000.0,2445.0,2.5,39,39
300,20,RL,80.0,14000,Pave,NA,4,Lvl,AllPub,Inside,3,Crawfor,Norm,Norm,1Fam,1Story,6,8,1950,2004,Gable,CompShg,HdBoard,HdBoard,Unknown,0.0,3,4,CBlock,3.0,3,1,1,0.0,1,0.0,1092.0,1092.0,GasA,5,Y,SBrkr,1152,0,0,1152,0.0,1.0,1,0,3,1,4.0,6,8.0,1,4,Attchd,1950.0,1,1.0,300.0,3,3,3,0,36,0,0,0,0,0,4,NA,0,8,2009,WD,Family,158500.0,2244.0,1.5,59,5
301,190,RL,90.0,15750,Pave,NA,4,Lvl,AllPub,Corner,3,Crawfor,Norm,Norm,2fmCon,1Story,5,5,1953,1953,Hip,CompShg,MetalSd,MetalSd,BrkFace,56.0,3,3,CBlock,3.0,3,2,4,841.0,1,0.0,324.0,1165.0,GasA,3,Y,SBrkr,1336,0,0,1336,1.0,0.0,1,0,2,1,3.0,5,8.0,2,4,Attchd,1953.0,1,1.0,375.0,3,3,3,0,0,0,0,0,0,0,0,NA,0,6,2006,WD,Normal,157000.0,2501.0,2.0,53,53
302,60,RL,66.0,16226,Pave,NA,1,Lvl,AllPub,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,8,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,Unknown,0.0,4,3,PConc,4.0,3,1,6,281.0,1,0.0,747.0,1028.0,GasA,5,Y,SBrkr,1210,1242,0,2452,0.0,0.0,2,1,4,1,4.0,9,8.0,1,3,BuiltIn,1998.0,3,2.0,683.0,3,3,3,208,50,0,0,0,0,0,0,NA,0,5,2007,WD,Normal,267000.0,3480.0,2.5,9,8
303,20,RL,118.0,13704,Pave,NA,3,Lvl,AllPub,Corner,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,150.0,4,3,PConc,4.0,3,1,1,0.0,1,0.0,1541.0,1541.0,GasA,5,Y,SBrkr,1541,0,0,1541,0.0,0.0,2,0,3,1,4.0,6,8.0,1,3,Attchd,2001.0,2,3.0,843.0,3,3,3,468,81,0,0,0,0,0,0,NA,0,1,2006,WD,Normal,205000.0,3082.0,2.0,5,4
304,20,RL,70.0,9800,Pave,NA,4,Lvl,AllPub,Corner,3,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,VinylSd,VinylSd,Unknown,0.0,3,3,PConc,3.0,3,1,5,894.0,1,0.0,0.0,894.0,GasA,3,Y,SBrkr,894,0,0,894,1.0,0.0,1,0,3,1,3.0,5,8.0,0,0,Attchd,1975.0,1,2.0,552.0,3,3,3,256,0,0,0,0,0,0,2,NA,0,7,2006,WD,Abnorml,149900.0,1788.0,2.0,34,34
305,75,RM,87.0,18386,Pave,NA,4,Lvl,AllPub,Inside,3,OldTown,Norm,Norm,1Fam,2.5Fin,7,9,1880,2002,Gable,CompShg,CemntBd,CmentBd,Unknown,0.0,3,3,BrkTil,3.0,3,1,1,0.0,1,0.0,1470.0,1470.0,GasA,5,Y,SBrkr,1675,1818,0,3493,0.0,0.0,3,0,3,1,4.0,10,8.0,1,5,Attchd,2003.0,1,3.0,870.0,3,3,3,302,0,0,0,0,0,0,0,NA,0,5,2008,WD,Normal,295000.0,4963.0,3.0,128,6
306,20,RL,80.0,10386,Pave,NA,4,Lvl,AllPub,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,8,5,2004,2005,Gable,CompShg,CemntBd,CmentBd,Stone,246.0,4,3,PConc,4.0,3,1,6,1464.0,1,0.0,536.0,2000.0,GasA,5,Y,SBrkr,2000,0,0,2000,1.0,0.0,2,0,3,1,4.0,8,8.0,0,0,Attchd,2004.0,3,3.0,888.0,3,3,3,168,0,0,0,0,0,0,0,NA,0,7,2007,WD,Normal,305900.0,4000.0,3.0,3,2
307,60,RL,116.0,13474,Pave,NA,4,Lvl,AllPub,Inside,3,SawyerW,Feedr,Norm,1Fam,2Story,7,5,1990,1991,Gable,CompShg,HdBoard,Plywood,BrkFace,246.0,4,3,CBlock,4.0,3,1,5,700.0,1,0.0,0.0,700.0,GasA,4,Y,SBrkr,1122,1121,0,2243,1.0,0.0,2,1,4,1,4.0,8,8.0,1,3,Attchd,1990.0,2,3.0,746.0,3,3,3,127,44,224,0,0,0,0,0,NA,0,6,2007,WD,Normal,225000.0,2943.0,3.5,17,16
308,50,RM,,7920,Pave,Grvl,3,Lvl,AllPub,Inside,3,IDOTRR,Artery,Norm,1Fam,1.5Fin,6,7,1920,1950,Gable,CompShg,MetalSd,MetalSd,Unknown,0.0,3,2,CBlock,3.0,3,1,1,0.0,1,0.0,319.0,319.0,GasA,3,Y,FuseA,1035,371,0,1406,0.0,0.0,1,0,3,1,2.0,6,8.0,0,0,NA,,0,0.0,0.0,0,0,1,0,144,0,0,0,0,0,3,NA,0,3,2008,WD,Normal,89500.0,1725.0,1.0,88,58
309,30,RL,,12342,Pave,NA,3,Lvl,AllPub,Inside,3,Edwards,Norm,Norm,1Fam,1Story,4,5,1940,1950,Gable,CompShg,VinylSd,VinylSd,Unknown,0.0,3,3,CBlock,3.0,3,1,4,262.0,1,0.0,599.0,861.0,GasA,5,Y,SBrkr,861,0,0,861,0.0,0.0,1,0,1,1,3.0,4,8.0,0,0,Detchd,1961.0,1,2.0,539.0,3,3,3,158,0,0,0,0,0,0,0,NA,0,3,2009,WD,Normal,82500.0,1722.0,1.0,69,59
310,20,RL,90.0,12378,Pave,NA,3,Lvl,AllPub,Inside,3,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,Unknown,0.0,4,3,PConc,5.0,3,4,6,1274.0,1,0.0,622.0,1896.0,GasA,5,Y,SBrkr,1944,0,0,1944,1.0,0.0,2,0,3,1,5.0,8,8.0,3,5,Attchd,2003.0,3,3.0,708.0,3,3,3,208,175,0,0,0,0,0,0,NA,0,11,2006,WD,Normal,360000.0,3840.0,3.0,3,2
311,60,RL,,7685,Pave,NA,3,Lvl,AllPub,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,112.0,3,3,PConc,4.0,3,1,5,518.0,1,0.0,179.0,697.0,GasA,4,Y,SBrkr,697,804,0,1501,0.0,0.0,2,1,3,1,4.0,6,8.0,1,3,Attchd,1993.0,3,2.0,420.0,3,3,3,190,63,0,0,0,0,0,0,NA,0,5,2006,WD,Normal,165600.0,2198.0,2.5,13,12
312,20,RL,50.0,8000,Pave,NA,4,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,6,1948,2002,Gable,CompShg,VinylSd,VinylSd,Unknown,0.0,3,4,CBlock,3.0,3,1,5,680.0,1,0.0,292.0,972.0,GasA,5,Y,SBrkr,972,0,0,972,1.0,0.0,1,0,2,1,3.0,5,8.0,1,4,Detchd,1948.0,1,1.0,240.0,3,3,3,0,0,0,0,0,0,0,0,NA,0,5,2009,WD,Normal,132000.0,1944.0,2.0,61,7
313,190,RM,65.0,7800,Pave,NA,4,Lvl,AllPub,Inside,3,OldTown,Artery,Norm,2fmCon,1.5Fin,5,7,1939,1950,Gable,CompShg,MetalSd,MetalSd,Unknown,0.0,3,3,CBlock,4.0,3,2,3,507.0,1,0.0,286.0,793.0,GasA,3,Y,SBrkr,793,325,0,1118,1.0,0.0,1,0,3,1,3.0,5,8.0,1,4,Detchd,1939.0,1,2.0,410.0,3,3,3,0,0,0,0,271,0,0,3,NA,0,5,2006,WD,Normal,119900.0,1911.0,2.0,67,56
314,20,RL,150.0,215245,Pave,NA,1,Low,AllPub,Inside,1,Timber,Norm,Norm,1Fam,1Story,7,5,1965,1965,Hip,CompShg,BrkFace,BrkFace,Unknown,0.0,3,3,CBlock,4.0,3,4,5,1236.0,3,820.0,80.0,2136.0,GasW,3,Y,SBrkr,2036,0,0,2036,2.0,0.0,2,0,3,1,3.0,8,8.0,2,4,Attchd,1965.0,2,2.0,513.0,3,3,3,0,0,0,0,0,0,0,0,NA,0,6,2009,WD,Normal,375000.0,4172.0,4.0,44,44
315,70,RM,60.0,9600,Pave,Grvl,4,Lvl,AllPub,Inside,3,OldTown,Norm,Norm,1Fam,2Story,7,7,1925,1990,Gable,CompShg,Wd Sdng,Wd Sdng,Unknown,0.0,3,3,BrkTil,3.0,4,1,2,16.0,1,0.0,712.0,728.0,GasA,5,Y,SBrkr,832,809,0,1641,0.0,1.0,1,1,3,1,5.0,6,8.0,1,4,Detchd,1925.0,1,2.0,546.0,2,3,3,0,0,234,0,0,0,0,0,NA,0,8,2006,WD,Normal,178000.0,2369.0,2.0,81,16
316,60,RL,71.0,7795,Pave,NA,3,Lvl,AllPub,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,Unknown,0.0,4,3,PConc,4.0,3,1,6,425.0,1,0.0,291.0,716.0,GasA,5,Y,SBrkr,716,716,0,1432,1.0,0.0,2,1,3,1,4.0,6,8.0,1,4,Attchd,2004.0,3,2.0,432.0,3,3,3,100,51,0,0,0,0,0,0,NA,0,7,2009,WD,Normal,188500.0,2148.0,3.5,5,4
317,60,RL,94.0,13005,Pave,NA,3,Lvl,AllPub,Corner,3,NWAmes,Norm,Norm,1Fam,2Story,7,7,1980,1980,Gable,CompShg,CemntBd,CmentBd,BrkFace,278.0,4,3,CBlock,4.0,3,1,6,692.0,1,0.0,153.0,845.0,GasA,3,Y,SBrkr,1153,1200,0,2353,1.0,0.0,2,1,4,1,5.0,10,8.0,1,3,Attchd,1983.0,2,2.0,484.0,3,3,3,288,195,0,0,0,0,0,4,NA,0,8,2009,WD,Normal,260000.0,3198.0,3.5,29,29
318,60,FV,75.0,9000,Pave,NA,4,Lvl,AllPub,Inside,3,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Unknown,0.0,4,3,PConc,4.0,3,3,1,0.0,1,0.0,1088.0,1088.0,GasA,5,Y,SBrkr,1088,871,0,1959,0.0,0.0,2,1,3,1,4.0,8,8.0,1,4,Attchd,2006.0,2,3.0,1025.0,3,3,3,208,46,0,0,0,0,0,0,NA,0,12,2007,WD,Normal,270000.0,3047.0,2.5,1,1
319,60,RL,90.0,9900,Pave,NA,4,Low,AllPub,Inside,2,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,256.0,4,3,PConc,4.0,3,4,6,987.0,1,0.0,360.0,1347.0,GasA,5,Y,SBrkr,1372,1274,0,2646,1.0,0.0,2,1,4,1,4.0,9,8.0,1,3,Attchd,1993.0,2,3.0,656.0,3,3,3,340,60,144,0,0,0,0,0,NA,0,4,2009,WD,Normal,260000.0,3993.0,3.5,16,16
320,80,RL,,14115,Pave,NA,4,Lvl,AllPub,Inside,3,NWAmes,Norm,Norm,1Fam,SLvl,7,5,1980,1980,Gable,CompShg,Plywood,Plywood,BrkFace,225.0,3,3,CBlock,4.0,3,3,6,1036.0,1,0.0,336.0,1372.0,GasA,3,Y,SBrkr,1472,0,0,1472,1.0,0.0,2,0,3,1,3.0,6,8.0,2,3,Attchd,1980.0,1,2.0,588.0,3,3,3,233,48,0,0,0,0,0,0,NA,0,6,2009,WD,Normal,187500.0,2844.0,3.0,29,29
321,60,RL,111.0,16259,Pave,NA,4,Lvl,AllPub,Corner,3,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,370.0,3,3,PConc,5.0,4,3,1,0.0,1,0.0,1249.0,1249.0,GasA,5,Y,SBrkr,1249,1347,0,2596,0.0,0.0,3,1,4,1,4.0,9,8.0,0,0,Attchd,2006.0,2,3.0,840.0,3,3,3,240,154,0,0,0,0,0,0,NA,0,9,2006,New,Partial,342643.0,3845.0,3.5,0,0
322,60,RL,99.0,12099,Pave,NA,3,Lvl,AllPub,Inside,3,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,388.0,4,3,PConc,5.0,3,3,6,970.0,1,0.0,166.0,1136.0,GasA,5,Y,SBrkr,1136,1332,0,2468,1.0,0.0,2,1,4,1,4.0,10,8.0,1,4,BuiltIn,2004.0,3,3.0,872.0,3,3,3,184,154,0,0,0,0,0,0,NA,0,6,2007,WD,Normal,354000.0,3604.0,3.5,3,3
323,60,RL,86.0,10380,Pave,NA,3,Lvl,AllPub,Inside,3,SawyerW,Norm,Norm,1Fam,2Story,7,5,1986,1987,Gable,CompShg,Plywood,Plywood,BrkFace,172.0,4,3,CBlock,3.0,3,4,2,28.0,5,1474.0,0.0,1502.0,GasA,5,Y,SBrkr,1553,1177,0,2730,1.0,0.0,2,1,4,1,4.0,8,8.0,1,3,Attchd,1987.0,3,2.0,576.0,3,3,3,201,96,0,0,0,0,0,3,NA,0,8,2007,WD,Normal,301000.0,4232.0,3.5,21,20
324,20,RM,49.0,5820,Pave,NA,4,Lvl,AllPub,Inside,3,OldTown,Norm,Norm,1Fam,1Story,3,8,1955,2005,Gable,CompShg,VinylSd,VinylSd,Unknown,0.0,3,4,CBlock,3.0,3,1,5,256.0,1,0.0,906.0,1162.0,GasA,5,Y,SBrkr,1163,0,0,1163,1.0,0.0,1,0,3,1,3.0,6,8.0,0,0,Attchd,1955.0,1,1.0,220.0,2,3,3,142,98,0,0,0,0,0,0,NA,0,7,2006,WD,Normal,126175.0,2325.0,2.0,51,1
325,80,RL,96.0,11275,Pave,NA,4,Lvl,AllPub,Corner,3,NAmes,PosN,Norm,1Fam,SLvl,7,7,1967,2007,Mansard,WdShake,Wd Sdng,Wd Sdng,BrkFace,300.0,4,4,CBlock,4.0,3,1,1,0.0,1,0.0,710.0,710.0,GasA,5,Y,SBrkr,1898,1080,0,2978,0.0,0.0,2,1,5,1,4.0,11,8.0,1,4,BuiltIn,1961.0,3,2.0,564.0,3,3,3,240,0,0,0,0,0,0,0,NA,0,6,2010,WD,Normal,242000.0,3688.0,2.5,43,3
326,45,RM,50.0,5000,Pave,NA,4,Lvl,AllPub,Inside,3,IDOTRR,RRAe,Norm,1Fam,1.5Unf,5,6,1941,1950,Gable,CompShg,MetalSd,MetalSd,Unknown,0.0,3,3,CBlock,3.0,3,3,4,116.0,1,0.0,604.0,720.0,GasA,1,N,FuseF,803,0,0,803,0.0,0.0,1,0,2,1,3.0,5,8.0,0,0,Detchd,1941.0,1,2.0,360.0,3,3,3,0,0,244,0,0,0,0,0,NA,0,12,2007,WD,Normal,87000.0,1523.0,1.0,66,57
327,120,RL,32.0,10846,Pave,NA,3,Lvl,AllPub,CulDSac,3,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,CompShg,BrkFace,BrkFace,Unknown,0.0,4,3,PConc,4.0,3,4,6,1619.0,1,0.0,100.0,1719.0,GasA,5,Y,SBrkr,1719,0,0,1719,2.0,0.0,1,1,1,1,4.0,6,8.0,2,4,Attchd,1993.0,3,2.0,473.0,3,3,3,122,30,0,0,0,0,0,0,NA,0,5,2008,Con,Normal,324000.0,3438.0,3.5,15,15
